Record_ID,Date,Time,Junction_ID,Vehicle_ID,Vehicle_Type,Direction,Lane,Signal_State,Signal_Duration,Waiting_Time,Vehicle_Speed,Speed_Limit,Helmet,Seat_Belt,Stop_Line_Crossed,Lane_Compliance,Phone_Usage,U_Turn,U_Turn_Allowed,Overloading,Violation,Violation_Type,Fine_Amount,Accident,Weather,Road_Condition,Traffic_Density
R006083,2026-02-18,12:33:35,J009,MH20-1510-E00246,Bike,West,3.0,Red,127,52.5,31.2,40,Yes,,Yes,Yes,Yes,No,Yes,No,Yes,Red Light Jumping,1000,No,Cloudy,Good,56.5
R012076,2026-07-05,17:29:39,J014,TN09-5170-C01318,Bike,West,2.0,Green,145,4.8,37.4,40,Yes,,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Cloudy,Good,51.9
R014177,2026-05-27,09:50:15,J004,UP32-8767-N05692,Car,South,1.0,Red,169,70.0,49.7,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Poor,69.8
R024418,2026-06-23,19:46:46,J015,TN09-2661-N03324,Auto,North,3.0,Red,172,71.0,27.3,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,81.8
R010944,2026-07-09,13:51:00,J012,MH12-4812-D01801,Bike,West,2.0,Red,143,53.7,39.7,40,Yes,,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Cloudy,Average,54.7
R001013,2026-05-17,10:44:34,J011,MH12-4309-F01110,Bike,West,2.0,Green,157,9.9,35.7,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,72.6
R003908,2026-05-14,08:16:54,J013,UP32-6491-B04179,Car,West,1.0,Green,98,15.1,51.3,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Good,71.1
R013623,2026-04-09,16:07:05,J006,GJ01-1173-K02357,Taxi,East,2.0,Green,98,2.2,25.7,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,66.7
R002631,23-04-2026,19:41:06,J008,UP32-6077-F04604,Car,North,3.0,  Red ,127,86.7,101.0,80,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Average,97.9
R015579,2026-06-03,14:28:50,J014,TN09-1755-P04382,Bike,North,2.0,Green,145,0.6,25.9,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,31.7
R016498,2026-03-08,12:04:29,J014,GJ01-9724-B01787,Bike,East,1.0,Red,145,67.7,16.1,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,60.0
R017453,03-05-2026,19:17:00,J012,GJ01-8235-C04606,Auto,South,3.0,Green,143,8.8,27.9,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,73.2
R006312,2026-07-15,9:11:26 AM,J013,UP32-1060-H04834,Taxi,East,2.0,Green,98,8.7,24.8,40,,Yes,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,75.0
R001576,2026-02-03,12:59:21,J012,DL08-9907-A00491,Auto,East,3.0,Green,143,4.9,44.9,40,,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,56.5
R023192,2026-02-22,10:11:24 AM,J012,UP32-3034-F05629,Bike,East,3.0,Red,143,43.1,27.2,40,Yes,,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Fog,Average,54.6
R019518,30 Apr 2026,10:31:19,J007,UP32-2902-D00154,Car,South,1.0,Red,74,36.6,39.0,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,62.7
R011224,2026-06-10,18:49:16,J004,GJ01-4337-P00701,Cab,West,2.0,Green,169,7.2,41.7,40,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Cloudy,Poor,79.8
R019707,24-07-2026,23:23:41,J010,KA05-8688-R05012,Bike,North,4.0,Yellow,176,0.0,38.7,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,14.5
R014320,04/21/2026,16:05:10,J010,MH14-4966-C04370,Car,South,2.0,Green,176,5.2,59.8,60,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Clear,Average,52.0
R007882,2026-07-28,14:28:54,J015,KA05-8363-E02949,Bike,North,3.0,Green,172,2.1,31.6,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,39.8
R020470,2026-07-07,08:54:54,J003,MH12-7846-E04289,AUTO,East,2.0,  Green ,152,11.1,56.6,60,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,77.1
R002110,2026-07-07,8:32:28 AM,J015,TN09-4469-P00659,Truck,West,3.0,Yellow,172,8.8,41.2,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,63.4
R017192,2026-04-15,08:59:46,J002,DL08-7884-F01613,Auto,North,1.0,Green,166,12.1,67.8,60,,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,81.3
R010979,2026-07-06,06:26:39,J015,UP32-3199-A05054,Taxi,East,2.0,Red,172,54.6,29.5,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,3.8
R015887,2026-07-17,09:00:03,J001,MH20-5170-B05098,Car,North,3.0,Red,136,43.6,44.4,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Good,72.7
R023071,2026-06-13,16:54:16,J014,DL08-7595-F02843,Bus,North,2.0,Red,145,65.5,47.4,40,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Rain,Good,43.1
R000547,2026-03-08,12:57:13,J004,TN09-7783-P00837,Car,East,1.0,Green,169,5.7,29.5,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,43.6
R025078,2026-05-05,10:42:54,J012,MH20-5933-L02096,Car,West,1.0,Green,143,12.4,21.8,40,,,No,Yes,No,No,No,No,No,,0,No,  Clear ,Average,91.6
R014519,2026-05-30,08:32:03,J001,KA05-4481-K04000,Car,North,4.0,Green,136,7.4,50.6,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,67.8
R017113,16-06-2026,12:59:03,J007,TN09-3041-K00048,Car,East,2.0,Red,74,35.7,46.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,40.3
R000682,2026-05-06,08:06:40,J001,UP32-2410-Q01921,Car,East,2.0,Green,136,3.5,84.0,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Good,72.2
R023315,2026-05-12,08:56:15,J011,MH20-5343-P03199,Bike,South,2.0,Red,157,78.3,44.5,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,67.6
R011842,2026-06-12,14:38:24,J012,GJ01-8133-A05345,Auto,West,1.0,Red,143,54.0,26.0,40,,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,63.7
R016250,2026-04-15,12:40:49,J010,TN09-1109-J05608,Taxi,West,5.0,Green,176,6.5,32.1,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,47.9
R023286,2026-02-23,01:10:33,J015,MH12-6569-P01244,Car,East,3.0,Red,172,44.3,26.7,40,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Clear,Good,13.9
R018580,2026-05-29,4:37:31 AM,J014,MH20-5424-N05346,Car,South,2.0,Red,145,43.1,16.9,40,,Yes,No,No,No,No,Yes,No,Yes,Wrong Lane,500,No,Clear,Good,23.1
R024105,2026-06-03,09:24:03,J011,MH12-4700-D02627,Truck,South,4.0,Green,157,13.4,44.3,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Good,76.1
R025403,2026-02-14,16:51:04,J005,MH20-9446-E00283,Bike,West,3.0,Green,103,2.7,46.7,50,Yes,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Fog,Average,24.0
R018866,2026-06-29,17:07:22,J008,KA05-1462-P02892,Auto,West,2.0,  Green ,127,11.8,72.9,80,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,79.5
R021439,2026-02-22,06:21:24,J006,DL08-1320-L02788,Bike,South,1.0,Green,98,0.0,47.1,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Fog,Average,10.6
R006359,2026-07-15,02:06:09,J003,MH20-9143-A02566,Taxi,East,1.0,Red,152,50.5,49.9,60,,Yes,Yes,Yes,No,No,No,No,Yes,Red Light Jumping,1000,No,Cloudy,Average,12.0
R021749,2026-05-15,12:25:08,J006,MH20-5935-G05642,Car,North,2.0,Red,98,27.5,42.7,60,,Yes,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Clear,Average,39.1
R016822,2026-04-04,12:14:22,J009,UP32-1553-Q04670,Bike,South,3.0,Green,127,14.8,27.2,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,67.4
R016860,2026-04-19,13:45:40,J002,MH12-7874-K00856,Car,North,2.0,Green,166,9.4,57.9,60,,Yes,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,47.7
R022031,13-06-2026,09:21:35,J011,TN09-1905-F04319,Car,East,2.0,Green,157,7.1,27.5,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,73.9
R020701,2026-04-16,18:57:38,J008,GJ01-7247-R02169,Bike,North,5.0,Green,127,16.6,65.9,80,No,,No,No,No,No,Yes,No,Yes,No Helmet,500,No,Clear,Average,98.8
R014461,2026-02-11,17:03:19,J011,UP32-9586-F00206,Auto,East,2.0,Green,157,10.7,37.2,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,69.1
R001941,2026-04-25,11:38:02,J011,MH12-4388-P00066,Bike,South,4.0,Red,157,68.9,81.2,60,Yes,,No,Yes,Yes,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,41.2
R020183,2026-05-01,19:08:39,J010,TN09-8089-Q04049,Bike,South,3.0,Red,176,80.7,48.5,60,Yes,,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Clear,Average,74.8
R017885,2026-05-26,10:17:32,J011,TN09-8275-A02922,Bike,West,3.0,Red,157,65.8,36.2,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,85.6
R020832,2026-07-30,12:10:41 PM,J005,DL08-6182-A04972,Taxi,North,4.0,Red,103,55.9,41.0,50,,Yes,No,No,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Average,64.7
R015453,2026-07-30,08:10:40,J014,TN09-2471-R03752,Auto,West,1.0,Green,145,18.2,20.0,40,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,88.0
R022663,2026-06-14,08:28:34,J008,MH20-5140-E04909,Auto,South,2.0,Red,127,71.7,66.4,80,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,54.6
R018695,2026-02-15,17:55:53,J003,MH14-5254-J02595,Car,West,4.0,Red,152,75.6,51.8,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,86.8
R000073,2026-02-02,20:04:20,J002,DL08-3031-C02266,Bike,East,2.0,Green,166,10.8,46.5,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,74.1
R025180,2026-03-19,9:46:32 PM,J015,UP32-8126-K00755,Bike,North,2.0,Green,172,6.7,15.9,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Good,34.7
R010392,2026-03-11,20:42:50,J013,TN09-2696-J03228,Bike,South,1.0,Red,98,55.8,42.2,40,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,,Good,75.8
R007690,2026-02-07,10:21:26 PM,J004,TN09-3277-D05726,Auto,South,1.0,Green,169,5.8,67.8,40,,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Poor,47.4
R019194,07/12/2026,12:07:12,J006,KA05-9920-G03109,Car,South,5.0,Red,98,35.6,42.7,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,42.3
R021110,2026-05-22,20:15:14,J004,DL08-8925-D04171,Auto,West,2.0,Green,169,8.1,20.9,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,79.5
R003959,28 Mar 2026,08:56:34,J009,TN09-9215-A01952,Bike,East,1.0,Red,127,67.7,22.2,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,66.3
R015661,2026-05-22,00:02:18,J005,UP32-9308-C04366,Bike,East,4.0,Red,103,45.7,34.3,50,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,30.9
R014019,2026-03-13,10:10:31,J007,UP32-1310-B02846,Bus,  West ,2.0,Red,74,77.4,47.0,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,100.0
R016273,11-04-2026,16:26:40,J009,GJ01-9656-K05964,Bike,East,3.0,Green,127,3.6,35.2,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,50.4
R010592,2026-02-10,10:04:44,J007,TN09-7928-Q04851,Bus,East,3.0,Red,74,53.9,26.4,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Fog,Average,92.4
R013270,03 Jun 2026,07:31:45,J004,MH20-1536-C05033,Car,East,1.0,Green,169,2.8,31.1,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Poor,12.8
R012865,2026-02-17,00:36:41,J002,MH20-5651-A04061,car,South,3.0,Red,166,68.3,84.4,60,,Yes,No,Yes,Yes,No,Yes,No,Yes,Over Speeding,2000,No,Cloudy,Good,5.2
R004914,2026-02-26,08:32:17,J011,MH12-9849-P03731,Bike,East,2.0,Green,157,13.4,28.0,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Fog,Good,78.0
R024338,2026-07-22,07:32:44,J001,TN09-9349-R01392,Auto,South,3.0,Green,136,0.4,54.9,60,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,23.0
R019186,02/02/2026,21:06:52,J015,UP32-9014-H04591,Auto,East,1.0,Red,172,64.0,36.6,40,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,32.4
R010862,2026-03-15,14:54:48,J006,KA05-9514-Q00534,Bike,South,3.0,Red,98,35.3,49.8,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,29.7
R009823,2026-05-21,08:09:28,J002,KA05-4481-K04000,Car,North,2.0,Red,166,77.7,87.9,60,,Yes,No,No,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,72.6
R004763,01 Feb 2026,19:57:24,J001,MH20-3192-A03241,Bike,East,4.0,Green,136,8.1,42.9,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,62.7
R006187,2026-02-28,07:13:23,J013,GJ01-2877-N04773,Car,North,2.0,Green,98,5.7,53.6,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,25.4
R024997,2026-07-01,18:34:19,J003,GJ01-2768-J01705,Car,North,4.0,Green,152,10.1,48.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,77.5
R018851,2026-07-12,10:00:48,J002,MH12-2775-R02920,Car,East,3.0,Green,166,10.3,62.3,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,59.6
R000161,09-05-2026,16:11:23,J011,MH12-4544-E04899,Bike,South,3.0,Red,157,46.3,37.1,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,36.4
R003602,2026-06-09,10:05:36,J004,GJ01-5054-G05915,Taxi,South,1.0,Red,169,68.8,24.5,40,,Yes,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Cloudy,Poor,79.4
R004896,2026-07-27,13:57:53,J001,GJ01-3800-B03268,Car,South,2.0,Green,136,5.0,25.1,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,63.0
R020514,2026-06-23,1:50:18 PM,J011,DL08-3129-E02824,Car,East,1.0,Red,157,54.2,57.5,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,64.8
R008987,2026-02-08,19:28:06,J012,UP32-1627-A02732,Car,South,2.0,Green,143,11.4,31.5,40,,Yes,No,No,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Cloudy,Average,61.4
R004702,2026-06-15,1:24:34 PM,J007,DL08-7749-F02783,Car,South,4.0,Green,74,5.9,47.8,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Average,43.4
R011996,2026-07-24,7:28:48 PM,J008,DL08-8808-L04711,Bike,West,4.0,Green,127,9.2,59.9,80,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,92.5
R000621,2026-07-02,22:49:45,J014,MH14-2956-N02203,Bike,  South ,1.0,Green,145,12.8,23.8,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,47.7
R012073,2026-06-29,22:43:18,J002,GJ01-9724-B01787,Bike,South,1.0,Red,166,47.5,41.0,60,Yes,,Yes,Yes,No,No,No,No,Yes,Red Light Jumping,1000,No,Cloudy,Good,24.4
R001296,08-02-2026,15:03:47,J004,MH12-2941-D02832,Car,North,1.0,Red,169,64.0,22.8,40,,No,Yes,Yes,No,No,No,No,Yes,Red Light Jumping,1000,No,Fog,Poor,44.2
R008772,2026-04-23,18:38:05,J012,DL08-2971-A02330,Taxi,North,2.0,Green,143,9.1,28.5,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,92.0
R009001,2026-07-12,07:35:18,J015,DL08-3389-E00736,Truck,North,3.0,Green,172,5.9,32.8,40,,Yes,No,Yes,No,No,No,Yes,Yes,Overloading,2000,No,Clear,Good,16.4
R011667,27 Feb 2026,08:46:35,J001,DL08-2233-B03402,Bike,West,1.0,Green,136,7.9,73.1,60,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,81.3
R005866,2026-03-31,12:24:28,J015,KA05-6576-H04750,Bike,East,3.0,Red,172,73.5,26.6,40,No,,Yes,Yes,No,No,No,No,Yes,Red Light Jumping,1000,No,  Cloudy ,Good,60.6
R017582,2026-05-14,21:12:39,J005,UP32-2639-K04828,truck,West,4.0,Green,103,6.8,62.3,50,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Average,37.4
R013589,2026-05-30,04:07:15,J003,MH14-5641-P00697,Truck,South,1.0,Green,152,1.4,48.3,60,,Yes,No,Yes,No,No,No,Yes,Yes,Overloading,2000,No,,Average,8.1
R013550,2026-07-20,06:15:50,J005,GJ01-7581-D01287,Car,South,2.0,Green,103,0.2,38.1,50,,Yes,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Clear,Average,12.7
R006934,2026-05-06,18:52:41,J014,KA05-1018-E03459,Bike,North,1.0,Green,145,14.1,32.6,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,87.7
R021449,2026-05-14,12:56:30 PM,J005,GJ01-9433-P01094,Bike,South,1.0,Red,103,50.1,25.5,50,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Fog,Average,64.5
R025926,2026-02-11,12:26:31,J011,MH14-1440-M04314,auto,East,1.0,Green,157,11.5,84.1,60,,,No,Yes,No,No,No,Yes,Yes,Over Speeding,2000,No,Clear,Good,67.9
R017165,2026-05-19,14:31:15,J014,MH14-2403-R00003,Bike,South,1.0,Green,145,10.9,24.5,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,63.4
R021465,03/27/2026,05:28:18,J013,DL08-1850-E04676,Car,West,2.0,Green,98,1.2,24.1,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,17.3
R023278,2026-02-04,15:06:55,J009,DL08-7775-K00336,Car,West,1.0,Red,127,64.0,28.6,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,70.6
R013418,2026-06-04,10:44:12,J003,MH20-2734-C03605,Car,South,3.0,Red,152,55.7,45.0,60,,Yes,No,Yes,No,Yes,Yes,No,No,,0,No,Cloudy,Average,85.5
R004784,2026-03-04,11:28:36,J006,TN09-8187-G00779,Auto,East,1.0,Green,98,11.0,50.0,60,,,No,Yes,No,No,No,Yes,Yes,Overloading,2000,No,Clear,Average,53.4
R008034,2026-02-27,07:53:12,J015,UP32-3389-Q00817,Bike,West,1.0,Red,172,53.5,21.6,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Good,25.1
R011074,2026-03-21,17:07:26,J012,KA05-3038-N02405,Bike,East,1.0,Red,143,70.3,47.3,40,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Average,79.0
R021043,2026-05-14,18:50:39,J011,UP32-4666-F04187,Car,East,3.0,Red,157,49.5,44.9,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,74.2
R008833,26 Mar 2026,09:41:40,J005,MH12-4958-R03038,Bike,South,3.0,Red,103,49.2,38.8,50,Yes,,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Cloudy,Average,70.6
R001752,2026-02-03,18:59:55,J011,GJ01-8293-N04599,Auto,West,3.0,Red,157,65.5,56.2,60,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,74.0
R014653,2026-02-26,8:46:57 PM,J007,KA05-5949-R00267,Car,South,2.0,Red,74,50.2,64.5,60,,Yes,No,No,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Average,84.1
R008985,2026-03-20,08:49:25,J009,DL08-8301-C03450,Truck,West,1.0,Green,127,15.9,36.9,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,82.3
R023399,07/24/2026,22:20:35,J007,DL08-3160-A01793,Taxi,East,4.0,Red,74,24.5,35.3,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Average,11.4
R021839,2026-05-20,17:35:30,j015,MH14-2468-A01620,Bus,South,2.0,Red,172,62.1,65.1,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,70.2
R022030,2026-04-21,07:20:14,J015,MH14-6339-C00903,Auto,West,3.0,Green,172,6.6,17.6,40,,,No,Yes,No,Yes,Yes,No,No,,0,No,Cloudy,Good,27.3
R019264,2026-02-03,17:20:25,J009,TN09-7111-L02500,Bike,West,3.0,Red,127,55.7,33.4,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,85.2
R010523,11-06-2026,05:19:36,J012,UP32-6537-N05667,Bike,East,1.0,Red,143,54.8,15.2,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,14.4
R003366,2026-06-03,17:13:59,J009,TN09-2439-G05287,Bike,North,2.0,Green,127,10.6,25.2,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,77.0
R022028,2026-05-05,11:16:54,J011,MH12-5541-L04746,Bike,South,4.0,Green,157,9.9,35.3,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,63.6
R013501,2026-06-06,15:59:22,J012,GJ01-6954-C01113,Car,South,1.0,Red,143,61.7,30.4,40,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Clear,Average,40.1
R001045,2026-05-23,7:51:03 PM,J013,UP32-3196-R00840,Car,South,1.0,Green,98,10.9,34.4,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,60.3
R004804,2026-03-24,16:49:09,J014,DL08-7579-H04352,Bike,West,2.0,Green,145,12.7,25.7,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,49.3
R007050,2026-07-28,09:36:45,J006,UP32-2989-A00118,Bike,North,1.0,Red,98,41.6,37.0,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,84.9
R003459,2026-07-31,15:35:15,J011,TN09-7111-L02500,Bike,East,4.0,Green,157,9.7,39.7,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,66.0
R007988,2026-03-21,15:06:55,J006,MH20-6852-R01703,Bike,East,2.0,Green,98,5.8,40.2,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,49.3
R002013,2026-02-08,11:59:41,J010,KA05-7045-B01366,Car,South,4.0,Red,176,70.8,39.1,60,,No,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Fog,Average,37.6
R010491,2026-06-19,6:36:27 PM,J005,GJ01-5498-B00245,Bike,North,2.0,Green,103,8.1,27.1,50,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,69.8
R008796,2026-06-17,08:31:16,J002,KA05-1660-G00479,Bus,East,3.0,Green,166,14.7,39.5,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,71.1
R018021,2026-03-28,15:21:58,J001,MH20-5833-G02400,Car,South,4.0,Red,136,15.2,83.7,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,45.8
R019247,2026-03-20,10:11:48,J012,UP32-3204-D00866,Car,East,2.0,Green,143,11.2,22.7,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,80.9
R023874,2026-02-06,18:07:21,J008,KA05-8399-A02318,Car,North,5.0,Yellow,127,14.0,45.6,80,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,90.5
R018314,2026-02-05,18:47:50,J015,UP32-2626-E01205,Bike,West,2.0,Red,172,64.3,25.1,40,No,,No,Yes,No,No,No,No,Yes,No Helmet,500,No,Cloudy,Good,71.4
R001010,2026-03-20,23:10:06,J004,KA05-5129-E00932,Car,East,2.0,Green,169,3.7,18.4,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,30.3
R011610,2026-03-30,09:58:30,J008,MH14-3255-K03350,Bike,West,2.0,Red,127,76.9,32.2,80,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,79.6
R020338,2026-05-09,19:55:24,J002,GJ01-8460-L00126,Car,West,1.0,Red,166,66.5,36.7,60,,Yes,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,65.6
R000661,2026-05-15,08:47:31,J004,UP32-7646-A03098,Bike,North,1.0,Green,169,11.3,21.6,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Poor,78.8
R000848,2026-05-30,18:09:59,J013,DL08-4467-F01422,Bike,East,2.0,Green,98,7.7,27.5,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,57.6
R024962,2026-03-17,12:33:30,J014,MH20-2799-M04598,Truck,North,1.0,Red,145,62.3,15.5,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,60.8
R022641,2026-04-06,17:07:54,J010,TN09-3555-D00725,Car,North,2.0,Green,176,12.3,31.7,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,78.4
R023552,2026-02-17,18:12:49,J004,DL08-2640-L03913,Auto,North,1.0,Green,169,3.3,29.5,40,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,73.8
R005775,2026-05-26,17:29:01,J010,MH20-5028-M05482,Car,East,3.0,Green,176,9.9,56.7,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,68.7
R015657,2026-04-01,09:17:11,J001,UP32-9066-R05801,Auto,North,3.0,Green,136,8.9,35.6,60,,,No,Yes,No,No,No,No,No,,0,No,Fog,Good,79.0
R012601,2026-02-12,19:55:46,J014,UP32-5656-D02051,Bike,South,2.0,Red,145,75.3,27.2,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,82.5
R006758,2026-07-03,16:10:48,J008,MH12-3949-R00981,Bike,North,6.0,Red,127,73.5,68.8,80,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,64.4
